"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,168000,17218683
CN,CHINA,48000,3802606,84000,6678066
FI,FINLAND,0,0,1375,106630
JP,JAPAN,0,0,4660,388300
KR,"KOREA,REPUBLIC OF",2960,342882,96973,6814868
SG,SINGAPORE,864000,45572262,6700950,349292649
AE,UNITED ARAB EMIRATES,159200,8567968,555800,29980738
GB,UNITED KINGDOM,475,47242,475,47242
US,UNITED STATES,135622,9877439,407049,30911073
SUM,SUM,1210257,68210399,8019282,441438249
