"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'CIF (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,7,2851
CN,CHINA,0,0,24300,1325792
FR,FRANCE,113950,3922761,191033,9374464
DE,GERMANY,878,147636,4204,712761
IN,INDIA,59110,1636975,144720,5498430
IT,ITALY,0,0,1125,248530
JP,JAPAN,0,0,304775,17587637
KR,"KOREA,REPUBLIC OF",141480,5848019,1620420,75096911
NL,NETHERLANDS,0,0,0,16835
RU,RUSSIAN FEDERATION,8250,1311410,24750,3888565
US,UNITED STATES,318,142688,2400,956240
SUM,SUM,323986,13009489,2317734,114709016
