"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'CIF (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'CIF (Baht)')"
AU,AUSTRALIA,10000,573657,10000,573657
AT,AUSTRIA,350,149038,1125,496095
BE,BELGIUM,10102,981138,46479,3806433
CA,CANADA,1500,558752,107500,6617294
CN,CHINA,130523,8109324,1243129,67751264
FR,FRANCE,5000,1097793,18195,2098281
DE,GERMANY,26565,7055300,157092,18184704
HK,HONG KONG,21000,1678179,73100,7681225
ID,INDONESIA,10,2176,265,35765
IL,ISRAEL,0,0,0,134
IT,ITALY,11000,1307570,11000,1309936
JP,JAPAN,277929,39438214,1592145,203224440
KR,"KOREA,REPUBLIC OF",910130,71465096,2689127,207907496
MY,MALAYSIA,22666,1889301,184213,12240429
NL,NETHERLANDS,4000,434119,179700,10841603
NO,NORWAY,0,0,12,8206
PH,PHILIPPINES,625,63403,625,63403
QA,QATAR,466500,22058038,2656500,116175099
RU,RUSSIAN FEDERATION,1,1253,1,1253
SA,SAUDI ARABIA,866250,40359467,2563050,111757335
SG,SINGAPORE,2303770,121489705,8506348,435423472
ES,SPAIN,0,0,42527,3634686
SE,SWEDEN,19000,860175,19000,860175
TW,"TAIWAN, PROVINCE OF CHINA",197437,14014360,992034,65466373
TH,THAILAND,2500,79448,2580,95392
AE,UNITED ARAB EMIRATES,225450,10669726,1215525,53659937
GB,UNITED KINGDOM,84,14145,11084,2124057
US,UNITED STATES,1260548,114501867,5574880,412170846
VN,VIETNAM,129530,9148646,501155,37604066
SUM,SUM,6902470,467999890,28398391,1781813056
