"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
AU,AUSTRALIA,17600,901958,48927,3217362
BE,BELGIUM,180725,7058867,1635375,66126164
BR,BRAZIL,0,0,425,54004
CA,CANADA,0,0,175050,5508261
CN,CHINA,88000,5571302,945327,62318962
FR,FRANCE,0,0,22000,1735056
IN,INDIA,0,0,52000,1597548
ID,INDONESIA,123000,5000078,826677,44744395
IL,ISRAEL,0,0,22116,1704463
JP,JAPAN,49200,4927730,2532247,146988590
KR,"KOREA,REPUBLIC OF",42000,1538745,499000,19515218
KW,KUWAIT,371250,9984490,2524500,77415008
MY,MALAYSIA,19500,1082218,559500,20128529
NL,NETHERLANDS,0,0,140000,5768277
QA,QATAR,535500,14444147,3748500,116034416
SA,SAUDI ARABIA,2839950,82067827,32582600,1066038845
SG,SINGAPORE,348000,11362933,5297225,195471766
ZA,SOUTH AFRICA,0,0,420750,13736419
ES,SPAIN,0,0,168500,6056843
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10,2432
AE,UNITED ARAB EMIRATES,201250,6237965,7548600,257154403
US,UNITED STATES,2005200,58078865,9583227,320446691
VN,VIETNAM,0,0,50,1338
SUM,SUM,6821175,208257125,69332606,2431764990
