"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,17202,1238965
AT,AUSTRIA,400,121471,65054,9099015
BE,BELGIUM,5402,999811,5409,1000908
BR,BRAZIL,0,0,75,56164
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,1101166,67509371,19990942,1086775682
DK,DENMARK,0,0,1,1887
EG,EGYPT,0,0,1,5761
FI,FINLAND,0,0,0,400
FR,FRANCE,0,0,4841,1052026
DE,GERMANY,54000,6972199,289549,40307329
HK,HONG KONG,189,37698,534,143263
IN,INDIA,411050,16195959,2176857,102962435
ID,INDONESIA,47521,4472781,398675,43782675
IT,ITALY,2750,241332,8800,1009326
JP,JAPAN,672020,46597846,8244490,627956712
KR,"KOREA,REPUBLIC OF",626701,28847534,11987592,648807944
LV,LATVIA,0,0,1000,118306
LT,LITHUANIA,0,0,946,145739
MY,MALAYSIA,30000,5058798,925317,82688086
MX,MEXICO,0,0,2080,1436741
NL,NETHERLANDS,49700,5430006,544800,60218926
NZ,NEW ZEALAND,0,0,8100,809020
OM,OMAN,618750,21729748,5447750,219678767
PH,PHILIPPINES,0,0,100,19978
QA,QATAR,0,0,25,68804
SA,SAUDI ARABIA,1872110,67652389,22415488,967822324
SG,SINGAPORE,68500,2212523,7228885,349128262
SK,SLOVAKIA,212,152830,213,153567
ZA,SOUTH AFRICA,0,0,24774,1138957
ES,SPAIN,0,0,24750,2230910
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",33405,2275655,597687,54328206
TH,THAILAND,0,0,840,123864
TR,TÜRKIYE,0,0,30,62920
AE,UNITED ARAB EMIRATES,1209150,46679785,13488301,569481836
GB,UNITED KINGDOM,2750,236547,2790,310852
US,UNITED STATES,336,56216,73872,18564951
VN,VIETNAM,2961650,108129566,5980685,228132090
SUM,SUM,9767762,431610065,99958556,5120902132
