"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'CIF (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'CIF (Baht)')"
BE,BELGIUM,3450,638228,29270,3048758
CA,CANADA,8000,1399278,16000,2826574
CN,CHINA,56000,6141319,235700,35536610
FR,FRANCE,59060,6629816,59060,6629816
DE,GERMANY,1202,226639,7357,1976251
HK,HONG KONG,500,46250,2000,185850
ID,INDONESIA,0,0,32400,3553921
IT,ITALY,0,0,85250,6023368
JP,JAPAN,1695581,121035567,5472619,412938903
KR,"KOREA,REPUBLIC OF",278012,16816705,1551512,92867968
MY,MALAYSIA,35050,1863818,202060,11171563
NL,NETHERLANDS,121000,9652048,305250,23491469
NZ,NEW ZEALAND,0,0,662,255639
SA,SAUDI ARABIA,361125,18833068,904225,47068871
SG,SINGAPORE,4592000,254319709,18140054,1018590327
ZA,SOUTH AFRICA,0,0,99000,5005968
ES,SPAIN,5500,681090,5500,681090
TW,"TAIWAN, PROVINCE OF CHINA",3540,801204,463600,28985771
TH,THAILAND,0,0,2000,154768
AE,UNITED ARAB EMIRATES,49500,2504467,506000,26013388
US,UNITED STATES,25134,2771347,47698,5417615
VN,VIETNAM,2000,769473,49300,18834868
SUM,SUM,7296654,445130026,28216517,1751259356
