"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1008,52978
BE,BELGIUM,0,0,250,102225
CA,CANADA,35750,1962265,96250,5156377
CN,CHINA,46350,3648368,61600,4647673
DE,GERMANY,0,0,5950,598164
ID,INDONESIA,20500,1928427,141875,11736719
IL,ISRAEL,0,0,3640,600408
JP,JAPAN,4215,207988,100738,5049081
KR,"KOREA,REPUBLIC OF",0,0,200,10894
KW,KUWAIT,123750,5696243,1336500,56869328
MY,MALAYSIA,1808000,89850497,10111500,459113092
QA,QATAR,484500,23054487,1861500,80252108
SA,SAUDI ARABIA,2811250,132077381,22855750,1004671061
SG,SINGAPORE,410500,21754705,2845725,136928553
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,605000,29803056,5652700,254126326
US,UNITED STATES,139420,10065504,1244995,80047831
SUM,SUM,6489235,320048921,46331181,2100999338
