"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,10,3987
AT,AUSTRIA,0,0,337500,18892769
BE,BELGIUM,50,30042,74400,3712980
CA,CANADA,0,0,4000,724051
CN,CHINA,108650,11809312,238625,31305527
FR,FRANCE,48125,2571021,577280,27153060
DE,GERMANY,20880,2918043,42212,5614007
IN,INDIA,24,4792,4643,486074
ID,INDONESIA,52000,5170595,168621,18135085
IT,ITALY,0,0,300,29715
JP,JAPAN,842294,58959459,5178681,351656494
KR,"KOREA,REPUBLIC OF",170900,8855177,1693930,88156606
MY,MALAYSIA,118200,5625981,129775,6157451
MX,MEXICO,265,165089,810,504339
NL,NETHERLANDS,74250,4908501,427625,29303182
PH,PHILIPPINES,0,0,25,9250
SA,SAUDI ARABIA,148500,5867500,717750,29119097
SG,SINGAPORE,4825966,224849992,30502969,1423170555
ZA,SOUTH AFRICA,0,0,74250,2752999
ES,SPAIN,35750,3336202,134800,12426982
CH,SWITZERLAND,0,0,1250,236622
TW,"TAIWAN, PROVINCE OF CHINA",204525,9237750,1036025,51187834
TH,THAILAND,0,0,6369,321716
AE,UNITED ARAB EMIRATES,346500,14401696,2931025,122010946
GB,UNITED KINGDOM,0,0,1065,428765
US,UNITED STATES,17703,2259880,338995,27424880
VN,VIETNAM,0,0,36,7756
SUM,SUM,7014582,360971032,44622971,2250932729
