"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,369178,24706474
AT,AUSTRIA,0,0,2824,187045
BE,BELGIUM,74250,5059402,1187925,87486276
BR,BRAZIL,500,72931,1150,353729
BG,BULGARIA,0,0,40,16765
CA,CANADA,0,0,275,124099
CN,CHINA,533993,38412856,6725455,468319458
CZ,CZECH REPUBLIC,0,0,375,60923
EC,ECUADOR,0,0,6,3926
FI,FINLAND,0,0,195437,14138342
FR,FRANCE,1050,138733,442887,35413725
DE,GERMANY,4450,737826,207198,41047709
HK,HONG KONG,2000,263837,2425,342768
IN,INDIA,1400,154274,244833,12586115
ID,INDONESIA,38625,4142864,209085,27050163
IL,ISRAEL,0,0,25370,2446890
IT,ITALY,9400,1421137,45308,7100823
JP,JAPAN,741411,62618311,10931529,932750583
KP,KOREA DPR,0,0,156208,9600682
KR,"KOREA,REPUBLIC OF",1609437,100643189,22210167,1397241996
KW,KUWAIT,0,0,24750,1311388
MY,MALAYSIA,59264,8338448,837843,123790378
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,0,0,1007340,86462194
NZ,NEW ZEALAND,0,0,3269,640243
PH,PHILIPPINES,0,0,17689,1681291
PT,PORTUGAL,0,0,47,31619
SA,SAUDI ARABIA,4357245,221796460,53394744,2721721534
SG,SINGAPORE,1566349,96134389,17948967,1094470563
SK,SLOVAKIA,0,0,5200,832403
ZA,SOUTH AFRICA,0,0,396000,20051224
ES,SPAIN,168500,8975852,468271,30537438
TW,"TAIWAN, PROVINCE OF CHINA",130489,6702142,2531498,134320149
TH,THAILAND,62000,2288618,155859,7521069
TR,TÜRKIYE,240,107054,240,107054
AE,UNITED ARAB EMIRATES,99000,4654979,1367150,69933574
GB,UNITED KINGDOM,19530,2691371,37648,5422062
US,UNITED STATES,107462,8231068,3039797,174488441
VN,VIETNAM,17373,1645856,202271,15788384
SUM,SUM,9603968,575231597,124396318,7550173018
