"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2015', 'Quantity')","('Feb 2015', 'CIF (Baht)')","('Jan - Feb 2015', 'Quantity')","('Jan - Feb 2015', 'CIF (Baht)')"
BE,BELGIUM,123750,5518261,123750,5518261
CN,CHINA,89000,6570358,197000,14541543
ID,INDONESIA,22500,1828209,25675,2079909
JP,JAPAN,747814,41216230,1017984,57729125
KR,"KOREA,REPUBLIC OF",137625,6998404,204825,10490768
KW,KUWAIT,148500,5550054,272250,11272778
MY,MALAYSIA,1753025,73824124,3390025,153462628
NL,NETHERLANDS,24750,1255188,24750,1255188
QA,QATAR,51000,1822479,510000,21772695
SA,SAUDI ARABIA,2376000,99294753,3687750,162513212
SG,SINGAPORE,148510,6374782,381135,17738430
ES,SPAIN,42750,3156485,42750,3156485
TW,"TAIWAN, PROVINCE OF CHINA",12000,1376940,12000,1376940
AE,UNITED ARAB EMIRATES,420550,16605481,1163050,47491841
US,UNITED STATES,49192,2987925,93702,8372148
SUM,SUM,6146966,274379673,11146646,518771951
