"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
BE,BELGIUM,24600,2427111,193200,19835545
CN,CHINA,43250,3177330,186550,14012154
FR,FRANCE,0,0,2200,294148
DE,GERMANY,0,0,22075,4201966
IT,ITALY,1375,224042,10575,2255264
JP,JAPAN,0,0,14680,2521891
KR,"KOREA,REPUBLIC OF",30000,2537244,106800,9511114
LU,LUXEMBOURG,0,0,2,1168
MY,MALAYSIA,0,0,5500,1265020
QA,QATAR,0,0,255000,11466849
SG,SINGAPORE,0,0,1130600,50035842
SE,SWEDEN,4200,513954,28000,3537263
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,37449
AE,UNITED ARAB EMIRATES,26000,1232376,466000,22841612
US,UNITED STATES,115915,10982562,685413,69312258
VN,VIETNAM,0,0,1000,127502
SUM,SUM,245340,21094619,3107695,211257045
