"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'CIF (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,19385,1574358
BE,BELGIUM,9000,1161018,73950,6214019
BR,BRAZIL,420750,32488927,2476001,186853922
CA,CANADA,0,0,99000,4378503
CN,CHINA,158370,9419214,391934,28731565
DK,DENMARK,0,1219,0,1219
FI,FINLAND,98900,8847934,197900,16880998
FR,FRANCE,33000,3927309,52250,5911247
DE,GERMANY,562897,46485657,2106496,173513796
HK,HONG KONG,0,0,9,190816
IN,INDIA,0,0,8,1389
ID,INDONESIA,0,0,19580,5771338
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,6200,2089698,33321,12350129
JP,JAPAN,234845,19958285,1079088,92874050
KR,"KOREA,REPUBLIC OF",192000,11210682,1183415,65893054
KW,KUWAIT,1163250,56133453,4306500,191469228
LU,LUXEMBOURG,7500,1801066,26250,5517112
MY,MALAYSIA,3301788,199809922,22952398,1261095122
NL,NETHERLANDS,362340,30024194,1641360,138745869
NO,NORWAY,0,0,243160,21461572
OM,OMAN,123750,5952530,569250,24216752
QA,QATAR,969000,55403274,5635500,289585204
SA,SAUDI ARABIA,2245390,120304033,14466080,730254803
SG,SINGAPORE,1965000,125725925,9996525,586230640
ES,SPAIN,25,12857,25,12857
CH,SWITZERLAND,25,23421,26,25746
TW,"TAIWAN, PROVINCE OF CHINA",69066,5438269,147282,12102549
TH,THAILAND,120000,7220856,171030,9596920
AE,UNITED ARAB EMIRATES,445500,24490170,2029500,100255718
GB,UNITED KINGDOM,10,33521,34,158633
US,UNITED STATES,207107,12582017,906967,57237941
VN,VIETNAM,52400,4365341,105400,8539217
SUM,SUM,12748113,784910792,70939224,4038747811
