"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'CIF (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'CIF (Baht)')"
AU,AUSTRALIA,28000,1323178,491000,23570178
AT,AUSTRIA,0,0,1750,2657348
BE,BELGIUM,28060,3133328,189220,20555194
CA,CANADA,0,0,25,14912
CN,CHINA,132701,5063903,2290738,156073999
CZ,CZECH REPUBLIC,0,0,0,458
FR,FRANCE,0,0,6842,1193911
DE,GERMANY,30230,4240600,239763,37719212
HK,HONG KONG,100,17984,317,266805
IN,INDIA,0,0,1068,233944
ID,INDONESIA,0,0,319575,24584526
IE,IRELAND,0,0,300,112707
IT,ITALY,3173,258550,33492,4127522
JP,JAPAN,260860,47912639,3344310,637907050
KR,"KOREA,REPUBLIC OF",135600,8729472,2867605,176914848
KW,KUWAIT,0,0,99000,4263230
LU,LUXEMBOURG,0,0,5000,1051184
MY,MALAYSIA,136401,12605573,1279419,144602718
NL,NETHERLANDS,100000,10040481,1360745,137454039
NO,NORWAY,0,0,28,16424
PH,PHILIPPINES,0,0,50,11550
QA,QATAR,0,0,204000,8456857
SA,SAUDI ARABIA,74250,3493412,2846250,125915148
SG,SINGAPORE,93125,9134738,1332761,142440983
ZA,SOUTH AFRICA,0,0,198000,9342105
ES,SPAIN,23375,1874908,506525,26880130
CH,SWITZERLAND,0,0,4150,2477820
TW,"TAIWAN, PROVINCE OF CHINA",80905,5208928,549956,39954706
TH,THAILAND,0,0,5200,977423
TR,TÜRKIYE,0,0,10,1536
AE,UNITED ARAB EMIRATES,0,0,412500,18148412
GB,UNITED KINGDOM,8164,1543013,569317,64984213
US,UNITED STATES,78631,10859579,1084713,158436501
VN,VIETNAM,0,0,475851,49090209
SUM,SUM,1213575,125440286,20719480,2020437802
