"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'CIF (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'CIF (Baht)')"
AU,AUSTRALIA,14000,1145595,729252,21503134
AT,AUSTRIA,0,0,16500,960740
BE,BELGIUM,123830,7369866,1199599,70837955
BR,BRAZIL,25000,2434223,319500,30339679
CA,CANADA,0,0,51711,3689127
CN,CHINA,10100,1117701,2368010,110413729
DK,DENMARK,0,0,79,42164
FI,FINLAND,0,0,96250,6049567
FR,FRANCE,0,0,1600,92997
DE,GERMANY,16410,5881309,299927,55742863
HK,HONG KONG,0,0,22,4633
IN,INDIA,0,0,1000,167776
ID,INDONESIA,0,0,63851,2914724
IL,ISRAEL,0,0,25,12667
IT,ITALY,15875,1756641,241506,13634901
JP,JAPAN,1591625,80669009,19239842,1006165620
KR,"KOREA,REPUBLIC OF",25,3814,1184850,55398319
KW,KUWAIT,668250,28430450,8340750,359891855
LA,LAO PDR,0,0,15,2477
MY,MALAYSIA,499500,18460753,4220784,184998997
NL,NETHERLANDS,0,0,60925,5046644
PH,PHILIPPINES,34380,1433977,34380,1433977
QA,QATAR,229500,10209309,6621000,297402676
SA,SAUDI ARABIA,2598750,109317374,39371549,1685038939
SG,SINGAPORE,1011570,46529451,20649749,915331898
ES,SPAIN,74250,3479504,74250,3479504
SE,SWEDEN,0,0,11000,912685
CH,SWITZERLAND,0,0,80,74769
TW,"TAIWAN, PROVINCE OF CHINA",0,0,93635,5620358
TH,THAILAND,0,0,3816,294435
AE,UNITED ARAB EMIRATES,717800,29587016,12659525,527789492
GB,UNITED KINGDOM,0,0,20,4738
US,UNITED STATES,55436,2602933,4882563,253753158
VN,VIETNAM,0,0,500,32442
SUM,SUM,7686301,350428925,122838065,5619079639
