"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
CN,CHINA,0,0,25500,2022331
FR,FRANCE,522,156716,15093,1337209
DE,GERMANY,1400,261048,1400,261048
IN,INDIA,14400,830080,28400,1743579
IT,ITALY,220,37760,220,37760
JP,JAPAN,25968,1804756,164132,11035131
KR,"KOREA,REPUBLIC OF",378970,24802491,782342,51288665
MY,MALAYSIA,19580,1245509,39130,2522180
RU,RUSSIAN FEDERATION,0,0,8250,1412801
SG,SINGAPORE,0,0,170,55765
US,UNITED STATES,34,20867,652,145253
SUM,SUM,441094,29159227,1065289,71861722
