"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,1,712
CA,CANADA,0,0,12540,529097
CN,CHINA,1250,95551,120421,4289331
DE,GERMANY,0,0,6033,1189141
HK,HONG KONG,0,0,13,2831
ID,INDONESIA,0,0,75,25651
JP,JAPAN,4000,298216,103302,9027797
KR,"KOREA,REPUBLIC OF",9000,954388,74002,4533294
MY,MALAYSIA,0,0,192000,6530777
NL,NETHERLANDS,11000,496197,272350,11557535
QA,QATAR,0,0,25500,682755
SA,SAUDI ARABIA,71100,2101420,1601100,45972041
SG,SINGAPORE,1666350,71492150,13067485,574333214
ES,SPAIN,13800,1052261,318000,21022872
TW,"TAIWAN, PROVINCE OF CHINA",0,0,50,13824
AE,UNITED ARAB EMIRATES,297000,9208209,7371375,200697571
US,UNITED STATES,699360,23636769,17165616,569185446
SUM,SUM,2772860,109335161,40329863,1449593889
