"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
CN,CHINA,75220,5275798,193297,11598957
FR,FRANCE,0,0,4,2903
IN,INDIA,0,0,54,14688
ID,INDONESIA,0,0,79,36498
IT,ITALY,0,0,12402,2340083
JP,JAPAN,2,1100,42,12640
KR,"KOREA,REPUBLIC OF",0,0,26000,2897236
TW,"TAIWAN, PROVINCE OF CHINA",4,892,105,31940
US,UNITED STATES,0,0,220,34217
VN,VIETNAM,0,0,12,214
SUM,SUM,75226,5277790,232215,16969376
