"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'CIF (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'CIF (Baht)')"
AU,AUSTRALIA,625,41210,653538,29835303
AT,AUSTRIA,0,0,8000,482849
BD,BANGLADESH,0,0,25,3874
BE,BELGIUM,25350,1808232,1536058,110760835
BR,BRAZIL,0,0,5425,2359909
CA,CANADA,0,0,1050,286722
CN,CHINA,851186,56161512,8716951,597766017
CZ,CZECH REPUBLIC,0,0,22000,1472196
FI,FINLAND,0,0,126500,7960812
FR,FRANCE,24000,1085696,488677,30022740
DE,GERMANY,34750,3850312,382396,52618759
HK,HONG KONG,0,0,55945,7580638
IN,INDIA,0,0,257421,13878757
ID,INDONESIA,21500,2740635,399841,35349681
IL,ISRAEL,0,0,36009,4013684
IT,ITALY,0,0,22431,3029765
JP,JAPAN,976804,86191759,14605300,1340207923
KP,KOREA DPR,100,6170,300,18824
KR,"KOREA,REPUBLIC OF",1698578,95012805,22522191,1295779502
KW,KUWAIT,0,0,123750,5507310
LU,LUXEMBOURG,0,0,25,2531
MY,MALAYSIA,120434,14982976,2557077,217890700
NL,NETHERLANDS,148500,12827194,1168672,103502951
NZ,NEW ZEALAND,0,0,5004,323850
PH,PHILIPPINES,0,0,306000,12879086
PT,PORTUGAL,0,0,2000,65291
QA,QATAR,0,0,16500,741262
SA,SAUDI ARABIA,3965505,174714311,55233045,2439044184
SG,SINGAPORE,1005319,55653019,10584244,634382886
ZA,SOUTH AFRICA,99000,4474329,643500,29285789
ES,SPAIN,49500,3947488,171900,17288492
SE,SWEDEN,0,0,125,28258
TW,"TAIWAN, PROVINCE OF CHINA",107875,6116579,1119570,66972427
TH,THAILAND,0,0,29200,1312535
TR,TÜRKIYE,0,0,6500,724457
AE,UNITED ARAB EMIRATES,209000,9047071,8509442,352319251
GB,UNITED KINGDOM,0,0,47120,795399
US,UNITED STATES,1297227,61322697,7463414,406557814
VN,VIETNAM,553,265707,727612,34944586
SUM,SUM,10635806,590249702,138554758,7857997849
