"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2016', 'Quantity')","('Apr 2016', 'CIF (Baht)')","('Jan - Apr 2016', 'Quantity')","('Jan - Apr 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,48000,5006612
CN,CHINA,79000,5720596,260000,17285697
HK,HONG KONG,62865,3653422,195085,11000751
IT,ITALY,0,0,18900,3492095
JP,JAPAN,175,36764,375,78278
KR,"KOREA,REPUBLIC OF",124360,8293305,893695,59290040
MY,MALAYSIA,37000,2517859,69000,4711554
SE,SWEDEN,0,0,75750,6809939
AE,UNITED ARAB EMIRATES,0,0,254800,11741173
GB,UNITED KINGDOM,6000,826718,6000,826718
US,UNITED STATES,50000,4920944,172462,19322115
VN,VIETNAM,16000,899829,104000,5976803
SUM,SUM,375400,26869437,2098067,145541775
