"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
AT,AUSTRIA,500,149103,25675,2899203
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,1877352,95789496,3841775,206358783
DK,DENMARK,0,0,1,1887
FI,FINLAND,0,0,0,400
FR,FRANCE,0,0,2500,285986
DE,GERMANY,13226,1727855,20451,2819384
HK,HONG KONG,127,43896,130,47638
IN,INDIA,123526,2978051,620526,26171158
ID,INDONESIA,27500,3758221,97250,10320573
IT,ITALY,3000,264618,4000,376742
JP,JAPAN,666449,49978511,1730854,138323240
KR,"KOREA,REPUBLIC OF",1475950,77209447,3780400,198364917
MY,MALAYSIA,30000,4206196,253367,24177035
MX,MEXICO,50,60072,100,185942
NL,NETHERLANDS,49500,4777038,148500,14243843
NZ,NEW ZEALAND,0,0,3000,230118
OM,OMAN,346500,13545627,792000,32197206
SA,SAUDI ARABIA,1940030,81299213,5355505,229697226
SG,SINGAPORE,897740,41450356,1616223,78831957
CH,SWITZERLAND,100,38234,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",88218,5137027,211713,17798822
TH,THAILAND,0,324,0,324
AE,UNITED ARAB EMIRATES,778750,32138987,2536100,107741711
GB,UNITED KINGDOM,0,0,33,66166
US,UNITED STATES,1656,246782,15301,3524786
VN,VIETNAM,132750,3616932,584511,15052267
SUM,SUM,8452924,418415986,21640016,1109755848
