"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'CIF (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'CIF (Baht)')"
CN,CHINA,1406,30439,8398,691025
FR,FRANCE,0,0,7500,1448251
IN,INDIA,0,0,1,65
IL,ISRAEL,0,0,48000,2830291
IT,ITALY,0,0,1,37689
JP,JAPAN,23421,3306996,128820,17420246
KR,"KOREA,REPUBLIC OF",175000,9571527,559600,26463738
MX,MEXICO,0,0,734,33375
QA,QATAR,17000,749945,34000,1509329
SG,SINGAPORE,0,0,21000,1233283
GB,UNITED KINGDOM,0,0,10375,2558604
US,UNITED STATES,726,37280,2301,168007
SUM,SUM,217553,13696187,820730,54393903
