"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,6647
AT,AUSTRIA,135,200785,277,417372
BE,BELGIUM,25400,4297695,28660,5033117
BZ,BELIZE,0,0,382,139002
BR,BRAZIL,0,0,1146,413839
CA,CANADA,4340,994903,4418,1753357
CN,CHINA,22665,1415322,485034,27635600
CZ,CZECH REPUBLIC,0,0,720,254111
DK,DENMARK,0,0,2,13283
SZ,ESWATINI,0,0,500,98181
FR,FRANCE,20368,1261815,181458,10893750
DE,GERMANY,11393,2638220,58880,14139304
HK,HONG KONG,0,0,32100,8293089
IN,INDIA,5400,578760,20516,2254842
ID,INDONESIA,0,0,23220,2075295
IT,ITALY,0,0,6090,870408
JP,JAPAN,114853,19670791,903683,151413119
KR,"KOREA,REPUBLIC OF",289150,16168848,1920142,108400659
MY,MALAYSIA,121200,9343337,690492,57115554
NL,NETHERLANDS,100000,7979669,792353,66396580
NZ,NEW ZEALAND,0,0,24,21306
NO,NORWAY,320,126845,321,127542
SA,SAUDI ARABIA,247500,9429593,1064250,40156787
SG,SINGAPORE,48000,4966697,335012,34898016
CH,SWITZERLAND,0,0,600,455751
TW,"TAIWAN, PROVINCE OF CHINA",24000,2553202,322000,24211333
TH,THAILAND,0,0,5000,407044
AE,UNITED ARAB EMIRATES,445500,18527128,2475000,99104274
GB,UNITED KINGDOM,0,0,39000,4231179
US,UNITED STATES,52950,7891792,564389,68539093
VN,VIETNAM,5000,397496,43151,3459093
SUM,SUM,1538174,108442898,9998827,733228527
