"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
AU,AUSTRALIA,1250,166754,20130,613741
AT,AUSTRIA,6500,771242,8260,1332722
BE,BELGIUM,32725,3749538,292980,27046972
BR,BRAZIL,0,0,300,64633
CA,CANADA,0,0,11160,2583405
CN,CHINA,530115,20060881,2813508,118093040
FR,FRANCE,11000,993682,68807,6325256
DE,GERMANY,8500,1042621,99041,9774496
HK,HONG KONG,0,0,0,28038
IN,INDIA,0,0,114244,5689714
ID,INDONESIA,0,666,440,21620
IR,IRAN (ISLAMIC REPUBLIC OF),83,57003,83,57003
IT,ITALY,5177,1684993,18502,5539238
JP,JAPAN,347441,45823838,1800646,225332465
KR,"KOREA,REPUBLIC OF",245000,11135701,1717102,84382845
LU,LUXEMBOURG,0,0,175,38999
MY,MALAYSIA,181600,8810108,483238,26920897
NL,NETHERLANDS,227,48637,272,110131
NZ,NEW ZEALAND,0,0,250,17740
QA,QATAR,0,0,1708550,71504662
SA,SAUDI ARABIA,74250,3022539,800725,35340964
SG,SINGAPORE,1924944,87694445,12315501,600720262
ZA,SOUTH AFRICA,0,0,0,16076
ES,SPAIN,8800,575656,50875,4214124
CH,SWITZERLAND,0,0,93,46580
TW,"TAIWAN, PROVINCE OF CHINA",39000,2563670,267207,21849980
TH,THAILAND,188,90354,26088,1647486
TT,TRINIDAD AND TOBAGO,0,0,17277,208771
UA,UKRAINE,0,0,24400,1118207
AE,UNITED ARAB EMIRATES,346500,14572379,1459260,62174046
GB,UNITED KINGDOM,5000,1281140,11900,3133665
US,UNITED STATES,361724,55062978,1549543,210048975
VN,VIETNAM,301,51726,447,80703
SUM,SUM,4130325,259260551,25681004,1526077456
