"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
AT,AUSTRIA,505,699381,555,779839
BE,BELGIUM,500,78315,15260,1648017
CN,CHINA,195175,19874041,478700,48958188
CZ,CZECH REPUBLIC,0,458,0,458
FR,FRANCE,50,34267,136,74659
DE,GERMANY,60460,6201424,83610,10759910
HK,HONG KONG,0,0,216,247571
IN,INDIA,28,4350,328,118607
ID,INDONESIA,57075,4607095,57075,4607095
IT,ITALY,2350,168618,3350,247828
JP,JAPAN,332357,60605001,879141,166014381
KR,"KOREA,REPUBLIC OF",213784,12973692,859949,54309357
KW,KUWAIT,0,0,99000,4263230
MY,MALAYSIA,98000,13155378,275840,35357109
NL,NETHERLANDS,129550,12728408,478350,47763754
NO,NORWAY,0,0,28,16424
SA,SAUDI ARABIA,99000,4436269,990000,42208746
SG,SINGAPORE,326419,33063179,488780,49353744
ES,SPAIN,0,0,371250,16337197
CH,SWITZERLAND,0,0,500,291475
TW,"TAIWAN, PROVINCE OF CHINA",14612,900859,64612,5644727
TH,THAILAND,0,0,2350,465759
AE,UNITED ARAB EMIRATES,0,0,222750,9551720
GB,UNITED KINGDOM,500,78315,81000,8643298
US,UNITED STATES,138321,22571574,340555,52928631
VN,VIETNAM,30000,2558850,118660,10052199
SUM,SUM,1698686,194739474,5911995,570643923
