"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
BR,BRAZIL,0,0,1375,171691
CN,CHINA,0,0,106506,6088291
DE,GERMANY,1,34,126,4183
HK,HONG KONG,0,0,400,237816
IN,INDIA,0,0,50,58064
JP,JAPAN,3100,854528,170088,14186743
KR,"KOREA,REPUBLIC OF",43,29800,97,47563
SA,SAUDI ARABIA,99000,4176793,2103750,95944434
SG,SINGAPORE,0,0,49500,2190752
AE,UNITED ARAB EMIRATES,26000,1300170,138300,6803862
US,UNITED STATES,0,0,221375,11054918
SUM,SUM,128144,6361325,2791567,136788317
