"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
BE,BELGIUM,88000,5661164,628181,43691416
BR,BRAZIL,0,0,1000,151504
CA,CANADA,0,0,34000,2808109
CN,CHINA,58309,2986758,233438,13115742
ET,ETHIOPIA,6,5000,6,5000
FR,FRANCE,0,0,33075,3019118
DE,GERMANY,22270,2113247,64373,6258444
HK,HONG KONG,0,0,15950,1080777
IN,INDIA,100,173044,100,173044
ID,INDONESIA,20,8098,308,9856
IT,ITALY,0,0,127945,18667659
JP,JAPAN,232975,15651686,1270180,93943268
KR,"KOREA,REPUBLIC OF",460025,28105617,1865673,116751516
MY,MALAYSIA,183728,7163187,1383100,62308965
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,0,0,99906,5178704
ES,SPAIN,0,0,29,6676
CH,SWITZERLAND,0,2980,0,2980
TW,"TAIWAN, PROVINCE OF CHINA",137000,8950867,915418,59593813
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,0,0,240,37752
US,UNITED STATES,10600,2047788,331195,40377928
VN,VIETNAM,214330,3368028,757298,12978274
SUM,SUM,1407363,76237464,7805102,482952084
