"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
CN,CHINA,5000,503186,31098,2009636
JP,JAPAN,28500,2282387,148200,11203671
MY,MALAYSIA,0,0,40000,2379785
NL,NETHERLANDS,0,0,1250,117214
SA,SAUDI ARABIA,99000,4201361,545250,25358878
SG,SINGAPORE,582050,38921006,2917450,195867147
TH,THAILAND,0,0,75,16846
AE,UNITED ARAB EMIRATES,123750,5169700,123750,5169700
US,UNITED STATES,0,0,828078,70226330
SUM,SUM,838300,51077640,4635151,312349207
