"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1106,233947
AT,AUSTRIA,0,0,916250,57173618
BE,BELGIUM,277750,18207170,1287027,81609065
BR,BRAZIL,302,149540,11445,2025755
CA,CANADA,0,0,4000,595338
CN,CHINA,121750,9941737,661641,58367079
FR,FRANCE,118450,6892256,1290575,71969439
DE,GERMANY,58765,4588892,561937,44049325
HK,HONG KONG,0,0,0,5010
IN,INDIA,231,22367,495,75150
ID,INDONESIA,11505,952976,59267,5816454
IT,ITALY,11000,971261,47350,4592651
JP,JAPAN,832004,61325711,8060532,576044477
KR,"KOREA,REPUBLIC OF",1101856,55221407,8460076,421535572
MY,MALAYSIA,80,4898,331973,14821055
NL,NETHERLANDS,222750,17192945,1049237,76480275
NO,NORWAY,0,0,5,1720
SA,SAUDI ARABIA,915750,40807478,3935260,172826538
SG,SINGAPORE,3815635,191664620,42310482,2002506790
ES,SPAIN,0,0,10478,878964
SE,SWEDEN,0,0,108,175410
TW,"TAIWAN, PROVINCE OF CHINA",160000,7857759,1922300,91346153
TH,THAILAND,30018,2361555,30018,2361555
AE,UNITED ARAB EMIRATES,346500,15410007,2765593,120125077
GB,UNITED KINGDOM,0,0,1200,447409
US,UNITED STATES,2338,402049,271477,27881777
SUM,SUM,8026684,433974628,73989832,3833945603
