"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
BE,BELGIUM,169100,9733126,286435,17799186
CA,CANADA,150000,6564704,400000,17394795
CN,CHINA,80100,4336933,392351,19149993
DK,DENMARK,35,35514,710,957130
FI,FINLAND,49325,3034104,148325,9488741
FR,FRANCE,132,71571,132,71571
DE,GERMANY,63462,6463472,150672,15197275
IN,INDIA,525,18043,525,18043
ID,INDONESIA,1225,507701,3275,1473210
IL,ISRAEL,9,4301,9,4301
IT,ITALY,250,38966,310,69786
JP,JAPAN,340486,24939122,1085250,88462711
KR,"KOREA,REPUBLIC OF",172600,8653484,608600,30655782
KW,KUWAIT,0,0,940500,39411248
MY,MALAYSIA,2749040,125240135,10064786,444264413
NL,NETHERLANDS,100580,7558533,400820,31242882
NZ,NEW ZEALAND,32000,741331,32000,741331
NO,NORWAY,0,0,49500,3020715
QA,QATAR,424500,17688141,2158500,88915893
SA,SAUDI ARABIA,1723050,78278400,6007450,265713840
SG,SINGAPORE,1809125,87833420,4910277,233287732
ES,SPAIN,60000,5294487,277250,23213439
CH,SWITZERLAND,2540,570714,2540,570714
TW,"TAIWAN, PROVINCE OF CHINA",9250,988930,22800,2291128
AE,UNITED ARAB EMIRATES,0,0,494700,21295902
GB,UNITED KINGDOM,0,0,60,37582
US,UNITED STATES,20133,5683106,979623,60570835
VN,VIETNAM,4025,512786,11551,1126077
SUM,SUM,7961492,394791024,29428951,1416446255
