"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'CIF (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,90,130261
AT,AUSTRIA,0,0,10,11099
BE,BELGIUM,1513,143505,31594,2023805
BR,BRAZIL,445500,21528432,2261900,104151445
CA,CANADA,0,0,41160,326207
CN,CHINA,91107,6692779,617926,29678173
CZ,CZECH REPUBLIC,0,0,85,28253
DK,DENMARK,0,0,300,73118
FI,FINLAND,49500,2672177,247500,14070153
DE,GERMANY,284759,19978094,1294693,89889674
IN,INDIA,50,30654,1050,91807
ID,INDONESIA,100,60084,8950,2648807
IL,ISRAEL,9600,820396,19600,1620226
IT,ITALY,4075,874970,63685,4550303
JP,JAPAN,207575,17045825,734167,62994013
KR,"KOREA,REPUBLIC OF",396649,20421125,1269304,65974856
KW,KUWAIT,470250,15503732,1534500,50719399
LU,LUXEMBOURG,9725,1300539,34150,4350822
MY,MALAYSIA,4243871,150304922,23374226,828246257
NL,NETHERLANDS,201600,11991938,1237867,77256003
NO,NORWAY,42130,2352670,152760,8535678
QA,QATAR,1224000,40196077,4233025,141426506
SA,SAUDI ARABIA,2134200,72367391,14674525,503975418
SG,SINGAPORE,2108500,79959829,8121079,310031676
CH,SWITZERLAND,0,0,1480,261620
TW,"TAIWAN, PROVINCE OF CHINA",6200,570339,13550,1364655
TH,THAILAND,0,0,130000,4841164
AE,UNITED ARAB EMIRATES,123750,4223270,456500,15673442
GB,UNITED KINGDOM,5000,517540,10001,1272154
US,UNITED STATES,303246,10639997,1039594,44096403
VN,VIETNAM,4075,511597,20748,1744405
SUM,SUM,12366975,480707882,61626019,2372057802
