"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'CIF (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'CIF (Baht)')"
AT,AUSTRIA,0,0,6000,577586
BE,BELGIUM,3750,371113,160575,15828891
CA,CANADA,0,0,28405,3271523
CN,CHINA,1003117,37096120,4153006,171562668
DK,DENMARK,50,160219,50,160219
FI,FINLAND,0,0,33000,2016065
FR,FRANCE,5,4539,5,4539
DE,GERMANY,21265,1648864,90419,5644639
HK,HONG KONG,0,0,46750,1481569
IN,INDIA,0,0,4536,1026976
ID,INDONESIA,0,0,1500,108466
IL,ISRAEL,0,0,38005,2296699
IT,ITALY,0,0,4250,1343967
JP,JAPAN,298074,35541976,1206993,135871478
KR,"KOREA,REPUBLIC OF",786575,46437180,3637825,192994779
MY,MALAYSIA,900,74826,29460,2203477
NL,NETHERLANDS,800,103197,14300,1825338
QA,QATAR,0,0,25500,886568
SA,SAUDI ARABIA,21600,1040106,117450,5297209
SG,SINGAPORE,587895,26916901,2584380,111313521
ES,SPAIN,19900,1555403,58450,4666941
SE,SWEDEN,0,0,200000,13883812
TW,"TAIWAN, PROVINCE OF CHINA",2950,335458,44272,3148881
TH,THAILAND,0,0,18150,1505307
AE,UNITED ARAB EMIRATES,24700,974525,493750,21640174
GB,UNITED KINGDOM,52660,4547285,54065,5055992
US,UNITED STATES,529762,54106989,5537995,300176343
VN,VIETNAM,656,81708,58678,2977303
SUM,SUM,3354659,210996409,18647769,1008770930
