"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
BE,BELGIUM,19000,1589160,75823,6423251
CN,CHINA,14612,1608970,659194,31677163
EG,EGYPT,0,0,25,10871
FR,FRANCE,0,0,500,138729
DE,GERMANY,0,0,12200,815540
IN,INDIA,500,57187,3550,414594
IT,ITALY,0,0,0,2300
JP,JAPAN,344703,17526966,2129723,111840364
KR,"KOREA,REPUBLIC OF",660050,28374682,3915850,173666110
KW,KUWAIT,0,0,24750,1008305
MY,MALAYSIA,63027,9001925,367924,54034947
SA,SAUDI ARABIA,346500,12698572,2920550,113441308
SG,SINGAPORE,25660,1914512,142401,19611044
ZA,SOUTH AFRICA,0,0,123750,4550144
TW,"TAIWAN, PROVINCE OF CHINA",72000,3280332,182525,8615516
TH,THAILAND,0,0,200,102533
AE,UNITED ARAB EMIRATES,0,0,100,45936
US,UNITED STATES,20,6795,30,13054
VN,VIETNAM,120000,1838347,300000,4703684
SUM,SUM,1666072,77897448,10859095,531115393
