"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'CIF (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,90,130261
AT,AUSTRIA,0,0,10,11099
BE,BELGIUM,27006,1523283,91475,5756904
BR,BRAZIL,1288375,61173752,8624025,420187215
CA,CANADA,0,0,254035,2270913
CN,CHINA,88315,4637940,979162,48545414
CZ,CZECH REPUBLIC,0,0,86,28620
DK,DENMARK,0,0,500,73119
EG,EGYPT,0,0,50,15752
FI,FINLAND,0,0,370900,20772316
FR,FRANCE,43700,3051260,89025,6504093
DE,GERMANY,475778,30621593,3048319,206519463
HK,HONG KONG,89,9033,18315,49920
IN,INDIA,300,40424,1355,134957
ID,INDONESIA,1250,614829,15212,5379164
IL,ISRAEL,0,0,41300,3393336
IT,ITALY,1775,682475,74510,7843046
JP,JAPAN,105094,10491135,1486920,126698864
KR,"KOREA,REPUBLIC OF",286000,13661389,2350883,117595506
KW,KUWAIT,544500,16248732,3093750,100560308
LU,LUXEMBOURG,28350,3807973,102225,12946660
MY,MALAYSIA,4368663,145015626,42430610,1494014021
NL,NETHERLANDS,250940,14980318,2434357,148419359
NO,NORWAY,0,0,280510,15618864
QA,QATAR,1275000,40643775,8007025,266315542
RU,RUSSIAN FEDERATION,0,0,1,1165
SA,SAUDI ARABIA,3050100,94810297,27601050,936803030
SG,SINGAPORE,2117250,76459918,16653249,630395951
CH,SWITZERLAND,20,18646,2580,450157
TW,"TAIWAN, PROVINCE OF CHINA",16800,660206,48575,3784131
TH,THAILAND,0,0,130000,4841164
AE,UNITED ARAB EMIRATES,99000,3031545,1062500,35865635
GB,UNITED KINGDOM,20000,1551620,30001,2823774
US,UNITED STATES,1208974,36670172,3126863,123898597
VN,VIETNAM,5050,751583,30748,3030124
SUM,SUM,15302329,561157524,122480216,4751678444
