"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
CA,CANADA,21970,151743,21979,184180
CN,CHINA,18,3855,24684,647903
DE,GERMANY,0,0,24,22270
IN,INDIA,0,0,208001,8871034
ID,INDONESIA,0,0,8,3182
IT,ITALY,0,0,3,2624
JP,JAPAN,85490,666734,261251,11336574
KR,"KOREA,REPUBLIC OF",0,0,14000,597783
MY,MALAYSIA,0,0,1300,491231
NL,NETHERLANDS,0,0,0,5110
NO,NORWAY,0,0,350,20708
SA,SAUDI ARABIA,0,0,651750,25268254
TW,"TAIWAN, PROVINCE OF CHINA",75,3283,36995,2880056
GB,UNITED KINGDOM,0,0,1,12962
US,UNITED STATES,18000,1418282,90013,7125180
SUM,SUM,125553,2243897,1310359,57469051
