"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,72000,9906906
CN,CHINA,39850,2779724,121752,11263620
FI,FINLAND,51700,2670474,176550,10699288
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20500,1926924
JP,JAPAN,68,21393,16068,1845864
KR,"KOREA,REPUBLIC OF",165000,12004934,741400,56197765
SG,SINGAPORE,2725,1195321,2725,1195321
SE,SWEDEN,28000,4116718,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,175400,11884110,175400,11884110
GB,UNITED KINGDOM,0,0,20400,1909168
US,UNITED STATES,223845,16404795,594233,48745806
VN,VIETNAM,80000,4865446,155000,9601906
SUM,SUM,766588,55942915,2126583,169605745
