"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,7,2851
CN,CHINA,0,0,10300,617339
FR,FRANCE,1,936,30266,2744349
DE,GERMANY,0,0,2101,350520
IN,INDIA,14400,667578,85610,3861455
IT,ITALY,0,0,1125,248530
JP,JAPAN,62840,3409442,272615,15137570
KR,"KOREA,REPUBLIC OF",198620,10213989,1255040,60121445
NL,NETHERLANDS,0,0,0,3642
RU,RUSSIAN FEDERATION,0,0,8250,1291681
US,UNITED STATES,0,0,1022,273551
SUM,SUM,275861,14291945,1666336,84652933
