"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'CIF (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'CIF (Baht)')"
AU,AUSTRALIA,2,7858,2,7858
BE,BELGIUM,0,0,72000,9906906
CA,CANADA,22000,1347090,22000,1347090
CN,CHINA,40000,4279891,408852,35712451
FI,FINLAND,99000,8048294,275550,18747582
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20600,1996455
IT,ITALY,0,0,2750,1428277
JP,JAPAN,1,1106,16069,1846970
KR,"KOREA,REPUBLIC OF",223800,20888728,1067700,87063534
SG,SINGAPORE,0,0,2725,1195321
SE,SWEDEN,0,0,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,232200,15250558,499000,32768485
GB,UNITED KINGDOM,20400,2006820,40900,3958883
US,UNITED STATES,242650,19577525,955767,84166882
VN,VIETNAM,0,0,171100,10618834
SUM,SUM,880053,71407870,3585570,295194595
