"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2,1751
CN,CHINA,5000,1794212,385412,49337057
DE,GERMANY,0,0,550,120648
HK,HONG KONG,0,0,53,10534
IN,INDIA,17726,7283405,30263,12472013
JP,JAPAN,768,159346,13116,2195611
KR,"KOREA,REPUBLIC OF",0,0,639,181714
NL,NETHERLANDS,0,0,400,89376
SG,SINGAPORE,1000,665984,5108,2126854
TW,"TAIWAN, PROVINCE OF CHINA",0,0,40,4297
GB,UNITED KINGDOM,0,0,1406,1174355
US,UNITED STATES,3366,1659762,3366,1659762
SUM,SUM,27860,11562709,440355,69373972
