"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
CN,CHINA,1297,135466,261700,12568872
FR,FRANCE,104,109938,11104,1752995
HK,HONG KONG,27,35592,32,40931
IT,ITALY,0,0,30262,5117559
JP,JAPAN,68,21215,73488,991583
KR,"KOREA,REPUBLIC OF",0,0,37550,2697825
MY,MALAYSIA,0,0,6000,443517
NL,NETHERLANDS,0,0,57,52554
SG,SINGAPORE,0,0,11,10785
AE,UNITED ARAB EMIRATES,0,0,16900,1803501
GB,UNITED KINGDOM,0,0,62,48627
US,UNITED STATES,18416,2073282,18416,2073282
SUM,SUM,19912,2375493,455582,27602031
