"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,60599,5849988
BE,BELGIUM,74250,3556798,358099,17616706
CN,CHINA,88000,6473967,780000,58739691
FI,FINLAND,0,0,1375,100980
FR,FRANCE,0,0,375,93738
DE,GERMANY,20,13842,40,27679
ID,INDONESIA,68275,4764464,612700,43181904
IL,ISRAEL,0,0,5980,479291
JP,JAPAN,88105,5625827,5614419,306480877
KR,"KOREA,REPUBLIC OF",57600,2791431,524200,24694135
KW,KUWAIT,173250,7208790,1707750,68411345
MY,MALAYSIA,582800,25210960,8211109,353617560
NL,NETHERLANDS,119000,5858628,1092000,52795219
PH,PHILIPPINES,0,0,17000,729244
QA,QATAR,408000,16958712,2754100,109643937
SA,SAUDI ARABIA,2796777,116311526,28103801,1151718070
SG,SINGAPORE,173450,7959103,3091384,138070486
ZA,SOUTH AFRICA,0,0,24750,1009009
ES,SPAIN,0,0,423500,19597489
TH,THAILAND,0,0,17622,984871
AE,UNITED ARAB EMIRATES,359625,14864880,9509100,392341302
GB,UNITED KINGDOM,0,0,5,2851
US,UNITED STATES,176350,11137104,1607586,100227120
SUM,SUM,5165502,228736032,64517494,2846413492
