"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'CIF (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'CIF (Baht)')"
CN,CHINA,9148,327789,260403,12433406
FR,FRANCE,0,0,11000,1643057
HK,HONG KONG,0,0,5,5339
IT,ITALY,0,0,30262,5117559
JP,JAPAN,23200,302970,73420,970368
KR,"KOREA,REPUBLIC OF",12650,922216,37550,2697825
MY,MALAYSIA,5000,377619,6000,443517
NL,NETHERLANDS,0,0,57,52554
SG,SINGAPORE,0,0,11,10785
AE,UNITED ARAB EMIRATES,13000,446842,16900,1803501
GB,UNITED KINGDOM,0,0,62,48627
SUM,SUM,62998,2377436,435670,25226538
