"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
AU,AUSTRALIA,105,63099,1029975,33497176
AT,AUSTRIA,700,209481,4065,1398221
BE,BELGIUM,0,0,1375,112675
CN,CHINA,695818,37061569,5533063,317007430
CO,COLOMBIA,0,0,17677,217697
DK,DENMARK,0,0,30,9523
FI,FINLAND,0,0,163625,7999977
FR,FRANCE,0,0,3830,477304
DE,GERMANY,100,63817,34835,3474094
HK,HONG KONG,71,10419,1079,256947
IN,INDIA,203,71142,649926,19177107
ID,INDONESIA,8250,1093254,341410,23988750
IL,ISRAEL,0,0,15020,1004280
IT,ITALY,370,29944,5423,390562
JP,JAPAN,505064,37150146,5100090,375447381
KR,"KOREA,REPUBLIC OF",1426422,55869104,13336270,540998349
MY,MALAYSIA,20800,2656989,1162726,77098039
MX,MEXICO,0,0,25,96070
NL,NETHERLANDS,49500,4010324,407286,33672621
NZ,NEW ZEALAND,0,0,912,478008
OM,OMAN,123750,3466288,1383875,40045341
PH,PHILIPPINES,0,0,12,2882
PL,POLAND,0,0,182397,2602254
SA,SAUDI ARABIA,1311750,39154892,13360700,400671769
SG,SINGAPORE,630768,32816982,4868740,254566865
ZA,SOUTH AFRICA,99000,2984427,123751,3719203
CH,SWITZERLAND,75,33988,175,62161
TW,"TAIWAN, PROVINCE OF CHINA",229559,10227567,2501589,104089097
TH,THAILAND,0,0,104500,2574912
TR,TÜRKIYE,1,31,1,31
AE,UNITED ARAB EMIRATES,1262750,37246377,8775594,256480323
GB,UNITED KINGDOM,0,0,13075,1805063
US,UNITED STATES,27005,964767,510328,17949056
VN,VIETNAM,773,217127,207330,9838907
SUM,SUM,6392834,265401734,59840709,2531210075
