"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
CN,CHINA,0,0,52000,4226804
FR,FRANCE,540,144618,20685,2739886
DE,GERMANY,700,134930,5600,1058252
IN,INDIA,14000,1068382,85212,5816002
IT,ITALY,0,0,18220,2391827
JP,JAPAN,59080,5411470,560161,41171390
KR,"KOREA,REPUBLIC OF",158200,10175164,1818262,124933632
MY,MALAYSIA,0,0,58690,3866960
NL,NETHERLANDS,0,0,2,3186
RU,RUSSIAN FEDERATION,0,0,16500,2997080
SG,SINGAPORE,0,0,3740,710324
AE,UNITED ARAB EMIRATES,7200,849467,7200,849467
US,UNITED STATES,36,27027,9417,1594715
SUM,SUM,239756,17811058,2655689,192359525
