"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'CIF (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'CIF (Baht)')"
AU,AUSTRALIA,14120,154335,15385,248636
AT,AUSTRIA,0,0,12000,1094873
BE,BELGIUM,49500,4019198,307425,26966927
BR,BRAZIL,25,10215,25,10215
CA,CANADA,34240,597405,57115,2862399
CN,CHINA,1063910,44916889,7601219,299955286
FR,FRANCE,0,0,1650,319071
DE,GERMANY,2502,353145,77109,6802000
HK,HONG KONG,0,0,25074,353464
IN,INDIA,3,239,9009,1171265
ID,INDONESIA,0,0,1282,117573
IL,ISRAEL,0,0,225,8009
IT,ITALY,0,0,2926,911239
JP,JAPAN,162616,13592211,1870950,212119956
KR,"KOREA,REPUBLIC OF",436650,20426478,3533526,190598592
LU,LUXEMBOURG,0,0,8,5021
MY,MALAYSIA,5401,388925,187771,11362980
NL,NETHERLANDS,2755,294147,74656,2566377
SA,SAUDI ARABIA,24750,656984,445500,12673770
SG,SINGAPORE,440168,17112971,6263403,228216506
ES,SPAIN,0,0,378,100094
SE,SWEDEN,0,0,150000,10920240
CH,SWITZERLAND,0,0,1,3155
TW,"TAIWAN, PROVINCE OF CHINA",32000,1151774,101985,6439203
TH,THAILAND,72000,1208111,233550,12339318
AE,UNITED ARAB EMIRATES,0,0,1610050,52598813
GB,UNITED KINGDOM,500,116986,78780,6250653
US,UNITED STATES,2133438,92503425,15481360,697272105
VN,VIETNAM,52500,2645755,288007,14763008
SUM,SUM,4527078,200149193,38430369,1799050748
