"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'CIF (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,60599,5849988
AT,AUSTRIA,667,47042,667,47042
BE,BELGIUM,74250,3657823,432349,21274529
CN,CHINA,44000,3257591,824000,61997282
FI,FINLAND,0,0,1375,100980
FR,FRANCE,1375,172253,1750,265991
DE,GERMANY,0,0,40,27679
ID,INDONESIA,83450,6529626,696150,49711530
IL,ISRAEL,7300,541688,13280,1020979
JP,JAPAN,287660,15933490,5902079,322414367
KR,"KOREA,REPUBLIC OF",53400,2442771,577600,27136906
KW,KUWAIT,173250,7193720,1881000,75605065
MY,MALAYSIA,885400,38738556,9096509,392356116
NL,NETHERLANDS,69500,3425740,1161500,56220959
PH,PHILIPPINES,0,0,17000,729244
QA,QATAR,612000,25639788,3366100,135283725
SA,SAUDI ARABIA,3415500,143911752,31519301,1295629822
SG,SINGAPORE,75350,3651908,3166734,141722394
ZA,SOUTH AFRICA,0,0,24750,1009009
ES,SPAIN,0,0,423500,19597489
TH,THAILAND,0,0,17622,984871
AE,UNITED ARAB EMIRATES,1436125,59831960,10945225,452173262
GB,UNITED KINGDOM,0,0,5,2851
US,UNITED STATES,229250,14337648,1836836,114564768
SUM,SUM,7448477,329313356,71965971,3175726848
