"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7500,547429
AT,AUSTRIA,0,0,15126,936605
BE,BELGIUM,53220,2175468,581722,24014195
CN,CHINA,436475,27372739,2613828,171118411
FI,FINLAND,0,0,500,24547
FR,FRANCE,0,0,3600,218139
DE,GERMANY,17980,735276,127684,7213657
HK,HONG KONG,0,0,100,15301
IN,INDIA,1000,105108,120400,3901802
ID,INDONESIA,8250,637627,158987,12118146
IL,ISRAEL,0,0,81240,5359667
IT,ITALY,0,0,69,49255
JP,JAPAN,255164,13606068,4046637,243451886
KR,"KOREA,REPUBLIC OF",1189350,46525342,9863298,369991567
MY,MALAYSIA,70555,5563061,1937142,88556320
MX,MEXICO,0,0,7584,651183
NL,NETHERLANDS,0,0,800,42766
OM,OMAN,99000,2999073,1410750,40210804
SA,SAUDI ARABIA,1305750,40995328,15855630,474593755
SG,SINGAPORE,1011320,41123663,7211543,261678317
ZA,SOUTH AFRICA,24775,784660,148575,4024556
ES,SPAIN,0,0,16575,1355766
TW,"TAIWAN, PROVINCE OF CHINA",84500,4428385,660928,30828414
TH,THAILAND,0,0,40250,1655352
AE,UNITED ARAB EMIRATES,123750,3958325,1263375,39296266
US,UNITED STATES,2566,239262,296680,20503285
VN,VIETNAM,123750,4020115,283071,9525616
SUM,SUM,4807405,195269500,46753594,1811883007
