"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
CA,CANADA,50000,1897293,124450,5170114
CN,CHINA,24025,288381,84738,3041678
DE,GERMANY,0,0,100,52863
HK,HONG KONG,0,0,25501,992954
JP,JAPAN,2020,193690,45029,3969105
KR,"KOREA,REPUBLIC OF",203000,9530021,279250,16198923
NL,NETHERLANDS,0,0,156750,8758894
QA,QATAR,127500,4729177,229500,8216111
SA,SAUDI ARABIA,123750,5004907,1388250,55746879
SG,SINGAPORE,2643380,133065919,13931185,689867149
ES,SPAIN,21350,1672062,222750,15409026
AE,UNITED ARAB EMIRATES,841500,34665834,5285875,204199024
US,UNITED STATES,463425,21474939,7035146,294885007
VN,VIETNAM,0,0,75,2270
SUM,SUM,4499950,212522223,28808599,1306509997
