"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
AU,AUSTRALIA,2200,161866,129400,4584918
BE,BELGIUM,122840,7960245,755300,50732016
CN,CHINA,230501,9327596,447476,21995784
DK,DENMARK,0,0,0,8101
FI,FINLAND,0,0,24750,1597401
FR,FRANCE,0,0,35750,2497712
DE,GERMANY,2078,3506546,23624,23519894
GT,GUATEMALA,0,0,25,36357
IN,INDIA,50,8516,56,9948
ID,INDONESIA,425,32593,60175,3185400
IT,ITALY,50,25398,50,25398
JP,JAPAN,1682125,111829235,9324953,597338422
KR,"KOREA,REPUBLIC OF",1410,262151,203690,11403699
KW,KUWAIT,891000,44892290,3737250,187941536
MY,MALAYSIA,245025,13044265,3393737,184739384
NZ,NEW ZEALAND,0,0,50,27779
PE,PERU,0,0,140,83570
QA,QATAR,896020,47352926,8822580,469909427
SA,SAUDI ARABIA,2077505,107494113,16005760,818079813
SG,SINGAPORE,1497790,80677376,7673790,404989578
SE,SWEDEN,11000,852495,11000,852495
TW,"TAIWAN, PROVINCE OF CHINA",1000,32631,64455,2028550
TH,THAILAND,45,105224,45,105224
AE,UNITED ARAB EMIRATES,371250,19212555,4298250,219879031
GB,UNITED KINGDOM,0,0,260,78044
US,UNITED STATES,301050,15397614,1264993,73680641
SUM,SUM,8333364,462175635,56277559,3079330122
