"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
AU,AUSTRALIA,990,293695,602781,27531715
AT,AUSTRIA,0,0,8000,482849
BD,BANGLADESH,0,0,25,3874
BE,BELGIUM,88025,6614265,1364058,98476282
BR,BRAZIL,0,0,5425,2359909
CA,CANADA,0,0,550,170424
CN,CHINA,630189,46099687,7005791,489047214
CZ,CZECH REPUBLIC,22000,1472196,22000,1472196
FI,FINLAND,0,0,107250,6672013
FR,FRANCE,50,5956,464677,28937044
DE,GERMANY,5700,424503,295981,38977455
HK,HONG KONG,0,0,55945,7580638
IN,INDIA,0,0,235396,13039593
ID,INDONESIA,25554,3559077,359141,29863642
IL,ISRAEL,0,0,24009,2675358
IT,ITALY,0,0,22431,3029765
JP,JAPAN,1387533,133530329,12761959,1164661774
KP,KOREA DPR,0,0,200,12654
KR,"KOREA,REPUBLIC OF",2268271,127802175,18916215,1091558304
KW,KUWAIT,0,0,123750,5507310
MY,MALAYSIA,112955,14243048,2273618,188831161
NL,NETHERLANDS,49500,4293800,892925,79149624
NZ,NEW ZEALAND,0,0,2750,179616
PH,PHILIPPINES,0,0,306000,12879086
PT,PORTUGAL,0,0,2000,65291
QA,QATAR,0,0,16500,741262
SA,SAUDI ARABIA,4884990,219847574,46358440,2045104893
SG,SINGAPORE,1294180,76090204,8771028,528159088
ZA,SOUTH AFRICA,0,0,544500,24811460
ES,SPAIN,35750,3902840,97650,10593396
SE,SWEDEN,0,0,125,28258
TW,"TAIWAN, PROVINCE OF CHINA",64475,4990502,901695,52545265
TH,THAILAND,0,0,29100,1295255
AE,UNITED ARAB EMIRATES,304367,13142292,7800394,321143398
GB,UNITED KINGDOM,46820,695865,47120,795399
US,UNITED STATES,640106,33090290,4799422,282741011
VN,VIETNAM,5075,909816,726726,34486552
SUM,SUM,11866530,691008114,115945577,6595610028
