"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
BE,BELGIUM,24000,3112220,120000,14392834
CN,CHINA,300,10691,854,80597
ID,INDONESIA,0,0,2,2033
JP,JAPAN,12100,684865,67800,5658569
KR,"KOREA,REPUBLIC OF",66000,4137749,194000,11835115
OM,OMAN,0,0,60,24676
SG,SINGAPORE,288000,11561939,1848000,71314410
AE,UNITED ARAB EMIRATES,49400,2092785,247100,9256819
US,UNITED STATES,0,0,1150508,76130044
SUM,SUM,439800,21600249,3628324,188695097
