"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
BE,BELGIUM,24000,2349695,96000,9699197
CA,CANADA,18360,1893812,18360,1893812
CN,CHINA,0,0,813500,51754245
FR,FRANCE,24,36169,24,36169
HK,HONG KONG,0,0,363049,20401772
IT,ITALY,0,0,20020,3909469
JP,JAPAN,0,0,780,178383
KR,"KOREA,REPUBLIC OF",311900,18121040,2045096,130535302
MY,MALAYSIA,10000,846169,105875,8048400
SG,SINGAPORE,21545,1830636,430945,27149517
SE,SWEDEN,20000,1594435,135950,11625921
TW,"TAIWAN, PROVINCE OF CHINA",22860,1079076,23449,1134549
AE,UNITED ARAB EMIRATES,24700,1105475,479700,21833241
GB,UNITED KINGDOM,500,112097,12650,1536571
US,UNITED STATES,0,0,400370,36157840
VN,VIETNAM,16000,895121,280000,15913914
SUM,SUM,469889,29863725,5225768,341808302
