"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'CIF (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'CIF (Baht)')"
CN,CHINA,37500,1636068,78500,3559408
DE,GERMANY,0,0,12000,1234113
HK,HONG KONG,12700,597053,12700,597053
IT,ITALY,1375,396970,1375,396970
JP,JAPAN,60049,6855545,100049,11608109
KR,"KOREA,REPUBLIC OF",0,0,33600,2186762
SG,SINGAPORE,74000,4972277,83000,5589333
AE,UNITED ARAB EMIRATES,0,0,13000,613639
US,UNITED STATES,0,0,82236,4673556
SUM,SUM,185624,14457913,416460,30458943
