"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,120000,12824419
CN,CHINA,1500,122981,1975,166823
DE,GERMANY,0,0,0,64
JP,JAPAN,8000,514238,91334,5986529
KR,"KOREA,REPUBLIC OF",300,18619,73500,5532453
LA,LAO PDR,0,0,11,9800
SA,SAUDI ARABIA,0,0,550,21560
SG,SINGAPORE,0,0,3792000,136347621
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22060,1030909
AE,UNITED ARAB EMIRATES,74100,2741603,738750,29516663
GB,UNITED KINGDOM,0,0,3475,442385
US,UNITED STATES,41276,1728467,1269004,85680169
SUM,SUM,125176,5125908,6112659,277559395
