"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'CIF (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'CIF (Baht)')"
AU,AUSTRALIA,1046,166834,20431,1741192
BE,BELGIUM,14,6612,73964,6220631
BR,BRAZIL,396500,31291810,2872501,218145732
CA,CANADA,24750,1164434,123750,5542937
CN,CHINA,231305,13916750,623239,42648315
DK,DENMARK,0,0,0,1219
FI,FINLAND,49500,4281008,247400,21162006
FR,FRANCE,22000,2625684,74250,8536931
DE,GERMANY,810990,68205272,2917486,241719068
HK,HONG KONG,112,2463520,121,2654336
IN,INDIA,0,0,8,1389
ID,INDONESIA,300,25500,19880,5796838
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,0,0,33321,12350129
JP,JAPAN,161084,14163924,1240172,107037974
KR,"KOREA,REPUBLIC OF",198000,11583453,1381415,77476507
KW,KUWAIT,519750,25172322,4826250,216641550
LU,LUXEMBOURG,0,0,26250,5517112
MY,MALAYSIA,4654260,283441508,27606658,1544536630
NL,NETHERLANDS,24750,1899692,1666110,140645561
NO,NORWAY,0,0,243160,21461572
OM,OMAN,247500,11790923,816750,36007675
PH,PHILIPPINES,1,229,1,229
QA,QATAR,765000,44206149,6400500,333791353
SA,SAUDI ARABIA,4435620,249596435,18901700,979851238
SG,SINGAPORE,1409000,91615948,11405525,677846588
ES,SPAIN,0,0,25,12857
CH,SWITZERLAND,0,0,26,25746
TW,"TAIWAN, PROVINCE OF CHINA",6000,1210098,153282,13312647
TH,THAILAND,0,0,171030,9596920
AE,UNITED ARAB EMIRATES,420750,22749273,2450250,123004991
GB,UNITED KINGDOM,0,0,34,158633
US,UNITED STATES,148473,9480299,1055440,66718240
VN,VIETNAM,102500,6155311,207900,14694528
SUM,SUM,14629205,897212988,85568429,4935960799
