"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,10000,942780
CN,CHINA,0,0,50305,4075407
IT,ITALY,0,0,57612,9205075
JP,JAPAN,0,0,4,12916
KR,"KOREA,REPUBLIC OF",10000,675824,1022021,75322889
MY,MALAYSIA,0,0,28925,3827321
PH,PHILIPPINES,0,0,3000,551862
ES,SPAIN,0,0,1148,28323
TW,"TAIWAN, PROVINCE OF CHINA",0,0,54,12681
GB,UNITED KINGDOM,9000,779247,45615,3899631
US,UNITED STATES,0,0,10650,1128287
VN,VIETNAM,0,0,2403,567895
SUM,SUM,19000,1455071,1231737,99575067
