"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'CIF (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32793,1795265
BD,BANGLADESH,0,0,400,70679
BE,BELGIUM,11000,593723,541772,28074879
CA,CANADA,17000,1148225,73132,5702438
CN,CHINA,109892,4521126,2403132,99053200
FR,FRANCE,0,0,24775,1147107
DE,GERMANY,10,3360,10052,761956
HK,HONG KONG,0,0,53,13907
IN,INDIA,800,1538585,12576,24217001
IT,ITALY,23950,2744836,333280,29845079
JP,JAPAN,285792,16326827,2087242,126836842
KR,"KOREA,REPUBLIC OF",395000,18803802,15596272,757791527
MY,MALAYSIA,18350,1659004,367280,28110859
PT,PORTUGAL,0,0,44692,4822652
SA,SAUDI ARABIA,123850,4703002,2945350,118264068
SG,SINGAPORE,16050,546123,1832225,93390883
ES,SPAIN,0,0,25,22371
SE,SWEDEN,0,0,49500,1603576
TW,"TAIWAN, PROVINCE OF CHINA",1157275,54481546,9329064,452497271
GB,UNITED KINGDOM,600,108258,6030,551579
US,UNITED STATES,73300,4611595,883750,65127968
VN,VIETNAM,19500,730423,64060,2235298
SUM,SUM,2252369,112520435,36637455,1841936405
