"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
CN,CHINA,82050,7125686,502610,35462265
FR,FRANCE,0,0,4,2903
HK,HONG KONG,0,0,0,60
IN,INDIA,0,0,54,14688
ID,INDONESIA,0,0,107,45731
IT,ITALY,4125,655196,16527,2995279
JP,JAPAN,27,19258,116,56727
KR,"KOREA,REPUBLIC OF",108,38787,26352,3039733
PH,PHILIPPINES,5,989,5,989
TW,"TAIWAN, PROVINCE OF CHINA",2,333,110,33326
US,UNITED STATES,0,0,26257,3910331
VN,VIETNAM,0,0,12,214
SUM,SUM,86317,7840249,572154,45562246
