"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,110614
AT,AUSTRIA,122,179253,1643,2196333
BD,BANGLADESH,0,0,54,17928
BE,BELGIUM,100,63806,203672,29857905
BR,BRAZIL,0,0,21,17344
CA,CANADA,2500,345361,5049,1204425
CN,CHINA,117940,8452641,1178902,61033523
CZ,CZECH REPUBLIC,0,0,91,9765
ER,ERITREA,0,0,540,261893
FR,FRANCE,41700,2497641,403989,34814360
DE,GERMANY,8495,2495256,83284,23235104
HK,HONG KONG,0,0,78,13756
IN,INDIA,27275,781715,296749,7187880
ID,INDONESIA,50,9702,67617,6177784
IL,ISRAEL,0,0,2400,375552
IT,ITALY,850,125113,10486,1503797
JP,JAPAN,354249,51787517,2455248,373634006
KR,"KOREA,REPUBLIC OF",275165,17217766,3210906,188479359
LU,LUXEMBOURG,0,0,3,4719
MY,MALAYSIA,99401,6722714,1502023,104888151
MX,MEXICO,0,0,75,72408
NL,NETHERLANDS,141270,12889874,1371415,134404255
NZ,NEW ZEALAND,0,0,223,180352
PH,PHILIPPINES,0,0,76,22298
SA,SAUDI ARABIA,594000,21731647,4164180,152620664
SG,SINGAPORE,11183,1866655,875757,102754894
ES,SPAIN,0,0,47343,4367577
CH,SWITZERLAND,500,282398,2575,1849524
TW,"TAIWAN, PROVINCE OF CHINA",289,58019,218661,19737709
TH,THAILAND,0,0,15360,473965
AE,UNITED ARAB EMIRATES,0,0,470250,17057992
GB,UNITED KINGDOM,12159,1457830,81389,10873593
US,UNITED STATES,126324,22353070,1090333,181706555
VN,VIETNAM,12000,967150,201920,12238649
SUM,SUM,1825572,152285128,17962712,1473384633
