"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
CN,CHINA,0,0,3061,507136
FR,FRANCE,0,0,0,20300
JP,JAPAN,0,2000,134612,11457458
KR,"KOREA,REPUBLIC OF",0,0,28800,1806887
MY,MALAYSIA,0,0,20140,2171652
SG,SINGAPORE,0,0,43200,4918604
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2,1600
TH,THAILAND,0,0,14700,837036
US,UNITED STATES,0,0,6400,1023112
SUM,SUM,0,2000,250915,22743785
