"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,125200
CN,CHINA,91000,5493126,94000,5553126
IT,ITALY,0,0,275,30441
JP,JAPAN,0,0,1006,88135
KR,"KOREA,REPUBLIC OF",144828,9450339,372536,25114548
MY,MALAYSIA,25500,1399577,53100,2553579
AE,UNITED ARAB EMIRATES,0,0,152000,7591585
US,UNITED STATES,118508,6978912,118508,6978912
VN,VIETNAM,400,27623,400,27623
SUM,SUM,380236,23349577,792225,48063149
