"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
AU,AUSTRALIA,105,42184,105,42184
AT,AUSTRIA,0,0,24750,1379852
BE,BELGIUM,0,0,119020,7185708
BR,BRAZIL,804375,40209106,5668146,299487623
CN,CHINA,7200,818146,227969,12677017
FI,FINLAND,123725,7090007,569225,31629622
DE,GERMANY,283805,19367908,2934050,187070074
HK,HONG KONG,0,0,29,101772
IN,INDIA,0,0,7326,473934
ID,INDONESIA,50,8398,176645,13555577
IL,ISRAEL,0,0,82400,6811205
IT,ITALY,0,327,26,19614
JP,JAPAN,202475,16773662,2124287,165342600
KR,"KOREA,REPUBLIC OF",406000,21998751,2412779,136375920
KW,KUWAIT,272250,10357026,2821500,116517808
LA,LAO PDR,0,0,27500,1292500
MY,MALAYSIA,4941070,211389497,25005370,1151099496
MX,MEXICO,0,0,99000,4598041
NL,NETHERLANDS,376360,23368450,2186065,131686048
NO,NORWAY,0,0,52250,3034899
QA,QATAR,841500,34583489,5431026,239575867
SA,SAUDI ARABIA,2678850,106367704,21317724,927342658
SG,SINGAPORE,2665051,120346635,19477212,966480813
ZA,SOUTH AFRICA,0,0,99000,4057657
ES,SPAIN,55880,4747934,268566,23072551
SE,SWEDEN,0,0,7,7593
CH,SWITZERLAND,0,0,660,198900
TW,"TAIWAN, PROVINCE OF CHINA",3180,132978,13515,1378295
TH,THAILAND,0,0,31200,1547676
AE,UNITED ARAB EMIRATES,254200,8213684,1432454,46925319
GB,UNITED KINGDOM,0,0,19954,3347422
US,UNITED STATES,48487,3603141,812389,65515556
VN,VIETNAM,0,0,86373,7217945
SUM,SUM,13964563,629419027,93528522,4557049746
