"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'CIF (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'CIF (Baht)')"
AU,AUSTRALIA,1008,52978,1008,52978
BE,BELGIUM,0,0,250,102225
CN,CHINA,5000,314548,10000,635105
DE,GERMANY,0,0,5950,598164
ID,INDONESIA,13750,1005868,89975,7177205
IL,ISRAEL,0,0,3640,600408
JP,JAPAN,2599,284874,35523,1606536
KW,KUWAIT,123750,5034576,965250,40326309
MY,MALAYSIA,1150000,51857366,6223500,272954511
QA,QATAR,0,0,1045500,42926862
SA,SAUDI ARABIA,2761750,115797722,14756750,635845500
SG,SINGAPORE,291875,13924390,1532225,72259779
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,371250,16098806,3923150,171166086
US,UNITED STATES,126932,8464443,894649,54072303
SUM,SUM,4847914,212835571,29498370,1301360491
