"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
CN,CHINA,19000,1432528,94725,7761607
FR,FRANCE,0,0,11000,927580
DE,GERMANY,0,0,1000,117562
IT,ITALY,25750,4365134,68700,11384753
JP,JAPAN,0,0,4,11120
KR,"KOREA,REPUBLIC OF",103554,8301372,693094,53187643
MY,MALAYSIA,7000,673366,24690,2403169
ES,SPAIN,0,0,23000,1935581
TW,"TAIWAN, PROVINCE OF CHINA",0,0,95,19375
GB,UNITED KINGDOM,10200,889231,33110,3255038
US,UNITED STATES,0,0,15527,1798608
VN,VIETNAM,0,0,2400,623808
SUM,SUM,165504,15661631,967345,83425844
