"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
CA,CANADA,12440,523789,12540,529097
CN,CHINA,4000,354698,41696,1898313
DE,GERMANY,2000,395257,3000,583144
ID,INDONESIA,25,7020,25,7020
JP,JAPAN,6027,560264,73927,6889728
KR,"KOREA,REPUBLIC OF",5000,295354,15202,800854
MY,MALAYSIA,0,0,192000,6530777
NL,NETHERLANDS,11000,478173,178750,7247901
QA,QATAR,0,0,25500,682755
SA,SAUDI ARABIA,99000,2863005,789750,23164683
SG,SINGAPORE,799970,37017233,4827195,224837888
ES,SPAIN,37300,2629062,228100,15004412
AE,UNITED ARAB EMIRATES,892375,23417052,3493875,91630249
US,UNITED STATES,1627000,50965771,9063704,304937257
SUM,SUM,3496137,119506678,18945264,684744078
